1.388	0.554	1.327	0.096	0.118	0.099	0.064	0.059	0.071	0.235	0.248	0.243
1.479	0.702	1.359	0.097	0.147	0.097	0.158	0.161	0.161	0.31	0.302	0.315
1.292	0.786	1.367	0.091	0.138	0.09	0.284	0.294	0.294	0.402	0.416	0.408
0.16	0.149	0.148	NA	NA	NA	0.405	0.401	0.425	0.489	0.487	0.498
0.169	0.122	0.152	NA	NA	NA	0.514	0.536	0.532	0.586	0.598	0.582
0.175	0.103	0.17	NA	NA	NA	0.629	0.655	0.642	0.688	0.678	0.658
0.145	0.103	0.134	NA	NA	NA	1.12	1.157	1.15	1.141	1.154	1.22
0.155	0.119	0.158	NA	NA	NA	0.055	0.055	0.059	0.226	0.224	0.222
